,Enrichment Ratio
Pyrimidine metabolism,4.142011834
Purine metabolism,3.546099291
Taurine and hypotaurine metabolism,2.88184438
Pantothenate and CoA biosynthesis,1.213592233
Primary bile acid biosynthesis,1.005025126
Glutathione metabolism,0.826446281
Biosynthesis of unsaturated fatty acids,0.641025641
Fatty acid elongation,0.591715976
Fatty acid degradation,0.591715976
Fatty acid biosynthesis,0.490196078
