,Enrichment Ratio
Arachidonic acid metabolism,2.53164557
Retinol metabolism,1.336898396
Pyrimidine metabolism,1.162790698
Purine metabolism,1.048951049
Biosynthesis of unsaturated fatty acids,0.632911392
Primary bile acid biosynthesis,0.495049505
Steroid hormone biosynthesis,0.267379679
