,Enrichment Ratio
Ascorbate and aldarate metabolism,3.021148036
Histidine metabolism,1.510574018
Purine metabolism,1.486988848
Pantothenate and CoA biosynthesis,1.272264631
Pyrimidine metabolism,1.242236025
beta-Alanine metabolism,1.150747986
Galactose metabolism,0.892857143
Phosphatidylinositol signaling system,0.862068966
Inositol phosphate metabolism,0.806451613
Tryptophan metabolism,0.588235294
