,Enrichment Ratio
Taurine and hypotaurine metabolism,2.024291498
Purine metabolism,1.74563591
Phenylalanine metabolism,1.618122977
alpha-Linolenic acid metabolism,1.245330012
Glycerolipid metabolism,1.012145749
Retinol metabolism,0.952380952
Pyrimidine metabolism,0.829875519
Fructose and mannose metabolism,0.806451613
Primary bile acid biosynthesis,0.704225352
Arachidonic acid metabolism,0.45045045
"Valine, leucine and isoleucine degradation",0.4048583
Fatty acid biosynthesis,0.344827586
