,Enrichment Ratio
Linoleic acid metabolism,3.95256917
Arachidonic acid metabolism,3.296703297
Retinol metabolism,1.162790698
Sphingolipid metabolism,0.943396226
Purine metabolism,0.911854103
Porphyrin and chlorophyll metabolism,0.657894737
Glycerophospholipid metabolism,0.549450549
Biosynthesis of unsaturated fatty acids,0.549450549
Pyrimidine metabolism,0.507614213
Primary bile acid biosynthesis,0.429184549
