,Enrichment Ratio
Taurine and hypotaurine metabolism,3.460207612
Phenylalanine metabolism,2.770083102
Purine metabolism,2.553191489
alpha-Linolenic acid metabolism,2.127659574
Glycerolipid metabolism,1.730103806
Fructose and mannose metabolism,1.383125864
Arachidonic acid metabolism,0.769230769
Pyrimidine metabolism,0.709219858
Primary bile acid biosynthesis,0.602409639
