,Enrichment Ratio
Arachidonic acid metabolism,2.816901408
Phenylalanine metabolism,2.538071066
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.811594203
Histidine metabolism,1.584786054
Retinol metabolism,1.492537313
Purine metabolism,1.171875
Glutathione metabolism,0.909090909
Biosynthesis of unsaturated fatty acids,0.704225352
Pyrimidine metabolism,0.649350649
