,Enrichment Ratio
Retinol metabolism,1.398601399
Arachidonic acid metabolism,1.324503311
Starch and sucrose metabolism,1.321003963
Galactose metabolism,0.877192982
Biosynthesis of unsaturated fatty acids,0.662251656
Tyrosine metabolism,0.564971751
Steroid hormone biosynthesis,0.56022409
Primary bile acid biosynthesis,0.518134715
Purine metabolism,0.366300366
