,Enrichment Ratio
Taurine and hypotaurine metabolism,2.188183807
Purine metabolism,1.88172043
Phenylalanine metabolism,1.748251748
alpha-Linolenic acid metabolism,1.34589502
Glycerolipid metabolism,1.092896175
Retinol metabolism,1.028806584
Pyrimidine metabolism,0.896860987
Fructose and mannose metabolism,0.877192982
Primary bile acid biosynthesis,0.760456274
Arachidonic acid metabolism,0.485436893
Fatty acid biosynthesis,0.371747212
