,Enrichment Ratio
Ascorbate and aldarate metabolism,3.460207612
Histidine metabolism,1.730103806
Purine metabolism,1.70212766
Pantothenate and CoA biosynthesis,1.455604076
Pyrimidine metabolism,1.418439716
beta-Alanine metabolism,1.317523057
Galactose metabolism,1.024590164
Phosphatidylinositol signaling system,0.99009901
Inositol phosphate metabolism,0.925925926
Tryptophan metabolism,0.675675676
