,Enrichment Ratio
Linoleic acid metabolism,4.405286344
Arachidonic acid metabolism,3.680981595
Retinol metabolism,1.297016861
Sphingolipid metabolism,1.050420168
Purine metabolism,1.016949153
Porphyrin and chlorophyll metabolism,0.735294118
Glycerophospholipid metabolism,0.613496933
Biosynthesis of unsaturated fatty acids,0.613496933
Pyrimidine metabolism,0.564971751
Primary bile acid biosynthesis,0.4784689
