,Enrichment Ratio
Linoleic acid metabolism,4.166666667
"Valine, leucine and isoleucine biosynthesis",2.604166667
Arachidonic acid metabolism,1.734104046
Retinol metabolism,1.226993865
Sphingolipid metabolism,0.99009901
Glycolysis / Gluconeogenesis,0.8
Biosynthesis of unsaturated fatty acids,0.578034682
"Valine, leucine and isoleucine degradation",0.520833333
Steroid biosynthesis,0.497512438
