,Enrichment Ratio
Linoleic acid metabolism,3.174603175
Pyrimidine metabolism,2.032520325
Arachidonic acid metabolism,1.762114537
Purine metabolism,1.707317073
Retinol metabolism,0.934579439
Pantothenate and CoA biosynthesis,0.833333333
Glutathione metabolism,0.564971751
Biosynthesis of unsaturated fatty acids,0.440528634
Primary bile acid biosynthesis,0.344827586
Steroid hormone biosynthesis,0.186567164
