,Enrichment Ratio
Linoleic acid metabolism,3.267973856
Pyrimidine metabolism,2.100840336
Arachidonic acid metabolism,1.818181818
Purine metabolism,1.763224181
Retinol metabolism,0.961538462
Pantothenate and CoA biosynthesis,0.862068966
Glutathione metabolism,0.584795322
Biosynthesis of unsaturated fatty acids,0.454545455
Primary bile acid biosynthesis,0.355871886
Steroid hormone biosynthesis,0.192678227
