,Enrichment Ratio
Phenylalanine metabolism,5.235602094
Starch and sucrose metabolism,2.915451895
Pantothenate and CoA biosynthesis,2.762430939
beta-Alanine metabolism,2.5
Galactose metabolism,1.945525292
Purine metabolism,1.612903226
Arachidonic acid metabolism,1.457725948
Pyrimidine metabolism,1.34589502
