,Enrichment Ratio
Retinol metabolism,1.297016861
Arachidonic acid metabolism,1.226993865
Starch and sucrose metabolism,1.225490196
Galactose metabolism,0.819672131
"Glycine, serine and threonine metabolism",0.666666667
Biosynthesis of unsaturated fatty acids,0.613496933
Tyrosine metabolism,0.526315789
Steroid hormone biosynthesis,0.519480519
Primary bile acid biosynthesis,0.4784689
Purine metabolism,0.338983051
