,Enrichment Ratio
Retinol metabolism,0.892857143
Starch and sucrose metabolism,0.847457627
Arachidonic acid metabolism,0.843881857
Purine metabolism,0.702576112
Fatty acid biosynthesis,0.647249191
Galactose metabolism,0.564971751
Biosynthesis of unsaturated fatty acids,0.421940928
Pyrimidine metabolism,0.390625
Tyrosine metabolism,0.362318841
Steroid hormone biosynthesis,0.358422939
Primary bile acid biosynthesis,0.331125828
