,Enrichment Ratio
Arachidonic acid metabolism,2.564102564
Retinol metabolism,1.356852103
Pyrimidine metabolism,1.183431953
Purine metabolism,1.063829787
Biosynthesis of unsaturated fatty acids,0.641025641
Primary bile acid biosynthesis,0.502512563
Steroid hormone biosynthesis,0.27100271
