,Enrichment Ratio
Linoleic acid metabolism,3.012048193
Arachidonic acid metabolism,2.092050209
Purine metabolism,1.856148492
Pyrimidine metabolism,1.544401544
Retinol metabolism,0.884955752
Biosynthesis of unsaturated fatty acids,0.418410042
Primary bile acid biosynthesis,0.327868852
