,Enrichment Ratio
Pyrimidine metabolism,4.487179487
Purine metabolism,3.831417625
Taurine and hypotaurine metabolism,3.115264798
Pantothenate and CoA biosynthesis,1.314060447
Primary bile acid biosynthesis,1.086956522
Glutathione metabolism,0.892857143
Biosynthesis of unsaturated fatty acids,0.694444444
Fatty acid elongation,0.641025641
Fatty acid degradation,0.641025641
Fatty acid biosynthesis,0.531914894
