,Enrichment Ratio
Arachidonic acid metabolism,2.721088435
Phenylalanine metabolism,2.457002457
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.754385965
Histidine metabolism,1.533742331
Retinol metabolism,1.443001443
Purine metabolism,1.132075472
Glutathione metabolism,0.877192982
Biosynthesis of unsaturated fatty acids,0.680272109
Pyrimidine metabolism,0.628930818
